,10percentage,12percentage,CollegeTier,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,SubjectCount,SubjectTotal,Age,YOE,Enc_Designation,Enc_Gender,Enc_Degree,Enc_Specialization,Enc_CollegeState,enc_City_Type,Salary_Class
2244,76.0,71.0,2,70.0,0,345,475,625,1,1,0,0,0,0,0,0,0.3555,1.2808,1.3977,-0.9953,-0.2875,2,0.5590607431422188,26.7,1.6,230,1,0,10,23,1.0,Good
2245,70.5,69.5,2,69.36,1,465,435,425,1,1,0,0,0,0,0,0,0.7027,1.2114,-0.1437,-0.4879,0.8637,2,0.5192081838104268,24.4,1.0,44,1,0,10,20,1.0,Good
2246,63.0,59.0,2,58.0,0,335,255,365,1,1,1,0,0,0,0,0,-1.3447,-0.5913,-1.5051,-0.2902,-0.7615,3,0.6818790640862243,28.1,3.1,287,1,0,22,0,0.0,Good
2247,91.6,82.4,1,81.9,0,615,605,725,1,0,0,0,1,0,0,0,-1.1644,-0.7866,-1.2196,0.653,-1.6273,2,1.2574863999033479,25.7,1.3,141,1,0,27,13,1.0,Average
2248,75.0,76.0,2,73.0,0,580,495,440,1,1,0,1,0,0,0,0,1.2772,1.5444,1.0859,-1.7556,0.8637,3,1.2691051473581076,23.6,1.4,156,0,0,13,13,1.0,Good
2249,88.04,89.04,1,87.0,0,510,535,605,1,1,0,1,0,0,0,0,-0.4463,1.7109,1.0859,-0.7415,1.0554,3,1.6100755470514225,23.8,1.4,0,0,0,32,23,1.0,Good
2250,81.0,65.0,2,69.1,0,545,545,370,1,1,0,0,0,0,1,0,0.8463,1.2114,-0.4511,-0.4879,-0.0943,3,1.2033297573344832,23.9,1.2,290,0,0,20,23,1.0,Good
2251,87.2,71.67,2,74.55,0,325,470,470,1,1,0,1,0,0,0,0,1.7081,1.3779,1.3933,-0.2344,1.6302,3,0.8618809057767316,24.4,1.2,319,1,0,31,11,1.0,Low
2252,75.0,75.0,2,70.0,0,555,545,635,1,1,0,0,0,0,0,0,1.2828,1.5928,0.2366,-1.2303,0.6603,2,1.3506618868370308,24.6,3.2,67,1,0,13,23,2.0,Good
2253,58.0,67.0,2,69.0,0,215,365,425,1,0,1,0,0,0,1,0,-1.4992,-2.3073,-2.0856,-0.0552,-2.8152,3,0.7400738384330177,26.5,3.7,287,1,0,17,23,1.0,Good
2254,75.0,73.2,2,64.3,1,555,545,650,1,1,0,0,0,0,0,0,1.4208,-0.1206,-0.6048,-0.7415,-0.2859,2,1.017862217538195,23.9,0.4,224,1,0,32,18,1.0,Low
2255,70.58,60.36,2,61.44,0,440,385,500,0,0,0,0,0,0,0,0,1.2772,0.7119,2.1617,2.9349,0.6721,0,0.0,25.2,2.0,319,1,0,10,14,1.0,Low
2256,61.2,60.0,2,65.6,0,570,595,370,1,1,0,0,0,0,0,0,-0.159,0.7119,1.0859,-0.3612,0.0973,2,1.053678331827835,23.8,2.6,37,1,0,10,13,1.0,Good
2257,85.6,90.6,2,68.4,1,395,425,575,1,1,1,0,0,0,0,0,0.8192,0.5008,0.3817,-0.0552,-0.2875,3,0.645752538759736,27.4,5.2,321,1,0,20,21,1.0,Average
2258,62.0,61.0,2,73.94,0,575,355,605,1,1,0,0,0,0,0,0,-0.2628,-0.5913,-0.1988,0.0623,-0.1295,2,1.1192977649902822,27.4,3.0,225,1,0,13,13,1.0,Good
2259,68.0,82.0,2,68.0,0,565,565,365,1,1,0,0,0,0,0,0,-1.0355,0.5008,-0.1988,-0.0552,0.6603,2,0.9002305379294782,27.1,2.9,321,1,0,32,20,1.0,Good
2260,82.4,85.8,1,75.1,0,590,545,735,1,1,0,1,0,0,0,0,1.4208,1.0449,1.2396,-0.4879,0.4805,3,1.03959736473273,24.4,1.6,362,1,0,13,17,1.0,Good
2261,71.17,72.4,2,69.68,0,505,445,435,1,1,0,0,0,0,0,0,-1.3447,-0.4353,-0.1988,-0.0552,-1.7093,2,1.1764431330850493,24.5,0.8,321,1,0,10,23,1.0,Low
2262,77.0,63.0,2,73.6,0,590,375,560,1,1,0,0,0,0,0,0,-1.1644,-2.9511,-1.6807,-0.8682,-3.1602,2,0.6002355049352299,25.7,1.2,321,0,0,13,23,1.0,Good
2263,62.4,74.8,2,69.51,0,450,350,245,1,1,0,1,0,0,0,0,1.5644,0.2124,-0.4511,0.0192,1.247,3,0.4286301031932811,25.3,1.5,225,1,0,32,13,1.0,Good
2264,78.4,84.0,2,72.6,1,420,580,500,1,1,1,0,0,0,1,0,-1.4517,-1.6191,0.01,0.2727,-2.7769,4,1.6837709702180992,23.3,1.2,319,1,0,20,11,1.0,Good
2265,92.0,90.66,2,82.53,1,675,555,635,1,0,1,0,0,0,0,0,0.626,0.8128,-1.2148,-0.52527,0.0284,2,1.0621960918827336,25.7,2.7,300,1,0,20,11,1.0,Average
2266,87.2,76.6,1,67.0,0,510,610,665,1,0,1,0,0,0,1,0,-1.8825,-1.4526,-1.9881,1.5404,-1.244,3,1.0781308074832705,22.9,0.8,340,1,0,20,23,1.0,Good
2267,73.0,74.0,2,69.88,0,525,505,544,1,1,1,0,0,0,0,0,1.1283,0.9688,-0.0537,-0.8778,-0.1295,3,0.7768909405707849,28.1,2.8,340,1,0,22,23,1.0,Good
2268,71.0,60.5,1,64.97,0,465,595,735,1,1,0,0,0,0,0,0,0.4155,0.0459,1.0859,-0.995,1.0554,2,1.2658812960387955,27.7,4.1,326,1,0,32,7,1.0,Good
2269,84.13,77.0,2,75.2,0,385,515,465,1,1,0,0,0,0,0,0,0.1623,0.9688,1.1074,0.4442,-0.1295,2,0.7723596388838839,25.3,3.3,327,1,0,32,11,1.0,Good
2270,81.4,63.8,2,70.1,1,650,610,665,1,1,0,0,0,0,0,0,1.8517,1.5444,1.2396,-2.643,0.2889,2,1.2464424076594385,24.6,0.6,375,1,0,32,11,1.0,Good
2271,79.23,70.26,2,60.17,0,605,460,440,1,1,0,1,0,0,0,0,-0.159,1.0449,-0.7585,0.5262,-2.0105,3,1.4725591738782637,23.7,0.9,8,0,0,10,14,1.0,Low
2272,50.0,57.2,2,64.0,0,415,395,415,1,0,1,0,0,0,0,0,0.51,0.0328,-0.0537,0.8848,0.8183,2,0.38743899956733696,25.3,1.5,230,1,0,20,23,1.0,Good
2273,89.6,80.33,2,9.3,0,535,555,595,1,1,0,0,0,0,0,0,1.1283,1.4368,-0.7068,-1.7004,0.1864,2,1.3395980127759277,25.8,2.2,321,0,0,10,11,1.0,Average
2274,89.2,86.25,2,76.0,0,465,595,575,1,1,1,0,0,0,1,0,0.3555,0.9688,0.3817,-1.3478,0.1864,4,0.9746344085042766,26.5,1.8,10,0,0,20,20,1.0,Low
2275,84.0,84.0,2,78.0,0,490,480,525,0,1,0,0,0,0,0,0,-0.0154,0.7119,0.1637,0.7798,-0.8608,1,0.24049881235154397,23.9,1.5,100,1,0,20,16,0.0,Good
2276,85.4,90.0,2,82.0,1,505,505,554,1,1,1,0,0,0,0,0,0.1623,1.5928,0.5269,-1.5828,0.3444,3,0.5863701159568857,25.4,1.9,9,0,0,22,21,1.0,Good
2277,88.67,87.69,1,79.65,0,545,645,735,1,0,0,0,0,0,0,0,-0.7335,1.5444,-0.1437,-2.136,0.6721,1,0.879915203272648,23.4,0.8,126,1,0,6,24,0.0,Average
2278,82.0,76.0,2,77.0,0,435,465,515,1,1,0,0,0,0,0,0,1.9011,1.9048,-0.7794,-1.5828,-0.2875,2,1.017862217538195,26.7,0.7,321,1,0,13,23,0.0,Low
2279,86.8,75.2,2,77.32,0,700,605,690,1,0,1,0,0,0,0,0,0.1282,-0.2871,0.1637,-0.995,-0.4776,2,0.6859954371822732,24.1,1.1,130,1,0,20,23,1.0,Low
2280,83.0,79.0,2,77.64,0,405,535,585,1,1,0,0,0,0,0,0,0.2009,0.9688,0.0914,-0.9953,0.5024,2,0.9802186781645681,25.5,3.1,340,1,0,10,23,1.0,Good
2281,62.0,71.9,2,55.0,0,395,555,585,1,0,1,0,0,0,1,0,0.6646,0.8128,1.3977,-0.0552,1.4502,3,1.097685978539817,26.4,1.3,260,1,0,20,23,1.0,Low
2282,70.0,57.0,2,71.0,0,770,655,630,1,1,0,1,0,0,0,0,1.2772,1.5444,1.547,-2.3895,0.6721,3,0.9034486017387268,24.5,1.8,54,0,3,9,19,1.0,Low
2283,79.0,80.6,1,74.2,1,555,450,575,1,1,1,0,0,0,0,0,-2.1698,-0.4536,0.7785,0.3995,-0.0943,3,1.089413467815812,23.4,1.0,340,1,0,20,4,1.0,Good
2284,86.8,79.2,2,72.86,0,440,570,630,1,1,1,0,0,0,0,0,-1.1644,-0.1206,-0.7585,-0.6147,-0.2859,3,1.0096296414578076,23.6,0.8,362,1,0,20,9,1.0,Good
2285,64.62,62.5,2,77.7,1,545,410,560,1,1,0,1,0,0,0,0,-1.5953,0.5454,-2.9102,1.794,1.0554,3,1.1701488540922185,25.1,1.7,303,1,0,13,25,1.0,Low
2286,73.0,64.0,2,54.0,1,585,395,565,1,0,1,0,0,0,1,0,-1.2287,0.1888,0.9623,-0.2609,-0.4455,3,0.6925679001907374,26.8,2.6,272,1,0,17,14,1.0,Good
2287,84.2,77.4,2,70.02,1,545,530,475,1,1,0,1,0,0,0,0,-0.159,1.3779,0.4711,0.3995,0.6721,3,1.0988899467287978,24.9,0.5,189,1,0,13,21,1.0,Low
2288,82.0,84.4,2,70.0,1,405,495,500,1,1,0,0,1,0,0,0,1.4208,1.7109,0.1637,0.5262,1.6302,3,1.3879075279418345,22.5,0.2,112,1,0,38,21,1.0,Low
2289,77.6,59.0,2,58.66,1,405,585,334,1,1,0,0,0,0,0,0,0.0464,0.9688,-0.1988,-0.7015,-1.2354,2,0.5192081838104268,26.0,0.9,224,1,0,32,14,1.0,Low
2290,73.4,82.8,2,74.28,0,345,450,370,1,1,1,0,0,0,1,0,0.8463,1.0449,0.7785,0.5262,0.4805,4,0.6472726099846005,24.0,0.8,39,0,0,20,13,1.0,Low
2291,89.12,65.0,2,65.24,1,370,410,470,1,1,0,1,0,1,0,0,0.2718,1.2114,1.3933,1.4136,-0.2859,4,0.8902180596803835,24.6,0.9,319,1,0,17,11,1.0,Low
2292,89.6,85.56,2,66.56,0,535,690,620,1,1,1,0,0,0,0,0,-0.0154,0.5454,-0.2974,-0.8682,-0.0943,3,1.4937472172489779,23.4,1.9,225,1,0,23,23,1.0,Good
2293,72.33,60.0,2,67.35,0,370,540,525,1,1,0,1,0,0,0,0,1.1336,0.8784,1.0859,-0.3612,0.8637,3,1.0988899467287978,22.7,1.5,329,1,0,32,18,1.0,Good
2294,79.0,74.0,2,76.1,0,595,510,585,1,0,0,0,0,1,0,0,-1.0208,-0.2871,-0.2974,1.2869,0.4805,2,0.38616749186125415,25.0,0.8,201,1,0,17,25,1.0,Low
2295,78.4,82.0,2,70.0,1,615,605,545,1,1,0,0,0,0,0,0,0.1282,-0.6201,-1.0659,-0.7415,-1.6273,2,0.728846789134258,24.3,0.9,329,1,0,13,21,1.0,Good
2296,66.15,54.0,2,66.0,0,360,495,280,1,1,0,0,0,0,0,0,-0.1855,-0.1232,-0.4891,-1.2303,-1.3934,2,1.0875236074226153,24.2,2.6,160,1,0,13,14,1.0,Good
2297,65.2,80.0,1,81.6,1,430,570,465,1,1,0,1,0,0,0,0,0.1282,0.7119,0.01,-0.3612,-1.244,3,1.3344258124412431,25.9,1.9,321,1,3,9,4,0.0,Low
2298,80.2,64.2,2,71.0,0,500,505,645,1,0,1,0,0,1,0,0,1.4208,1.0449,-0.4511,0.0192,0.6721,3,1.6358406527142009,23.9,1.5,122,1,0,22,23,1.0,Low
2299,70.2,61.8,2,69.0,0,455,370,485,1,1,0,1,0,0,0,0,0.1282,-0.1206,-1.0659,1.794,0.2889,3,1.0988899467287978,24.4,1.0,10,1,0,32,16,0.0,Low
2300,89.8,73.4,1,72.0,1,535,585,655,1,1,0,0,0,0,0,0,-0.5719,0.3448,-0.6343,1.35483,0.4234,2,1.2018184735889843,25.5,3.5,321,1,0,10,4,1.0,Average
2301,74.5,79.5,2,70.1,1,465,315,325,1,1,0,0,0,0,0,0,0.2009,-2.3073,0.3817,-0.6428,-0.1295,2,0.68543715455471,26.6,2.1,375,0,0,10,20,1.0,Low
2302,67.8,74.0,2,70.4,0,565,585,565,1,1,0,0,0,0,0,0,-1.6538,0.8128,1.688,-0.1727,0.9763,2,1.2018184735889843,26.3,2.4,156,1,0,10,23,1.0,Good
2303,74.0,74.0,2,73.0,0,465,415,305,1,1,0,0,0,0,0,0,0.6646,0.8128,0.2366,0.6498,0.5024,2,0.68543715455471,27.3,1.9,319,1,0,10,20,1.0,Low
2304,80.5,81.5,2,80.0,0,440,625,510,1,1,0,0,0,0,0,0,-1.1644,0.3789,0.4711,2.301,0.6721,2,1.2996327463209776,22.5,0.9,155,1,0,14,17,0.0,Good
2305,79.0,71.0,2,79.0,0,580,580,575,1,1,0,1,0,0,0,0,1.2772,1.5444,1.2396,-1.5021,-0.6692,3,1.0455356070130148,23.4,0.5,36,0,0,13,17,1.0,Good
2306,73.0,74.0,2,73.36,0,595,475,404,1,1,0,0,0,0,0,0,-0.6491,-0.4353,0.2366,-0.1727,-0.6035,2,1.017862217538195,25.3,2.1,156,1,0,32,23,2.0,Good
2307,85.0,77.8,2,71.42,0,395,605,340,1,1,0,0,0,0,0,0,-0.3027,0.5454,-1.2196,1.6672,0.0973,2,0.68543715455471,22.8,1.5,329,0,0,32,23,0.0,Low
2308,81.0,67.2,2,67.3,1,685,625,635,1,1,0,1,0,0,0,0,0.8463,-0.2871,-0.4511,-1.7556,-0.6692,3,1.4562625740393087,23.7,1.2,213,1,0,13,18,0.0,Good
2309,57.78,45.5,2,67.0,1,455,445,544,1,1,0,0,0,0,0,0,0.0464,-0.2793,0.0914,-1.1128,-0.1295,2,1.053678331827835,28.8,0.7,321,1,3,9,11,1.0,Good
2310,78.4,75.2,2,65.15,1,465,485,590,1,0,1,0,0,0,1,0,-0.1855,-0.2793,1.2525,0.7086,0.1864,3,1.337729784198516,26.8,1.0,65,1,0,20,18,0.0,Low
2311,67.0,61.2,2,74.0,0,490,520,355,1,1,0,0,0,0,0,0,1.4208,0.0459,2.1617,-2.136,1.247,2,0.9802186781645681,23.6,0.7,63,0,0,13,24,0.0,Low
2312,56.2,70.0,1,73.25,1,500,440,455,1,0,1,0,0,0,0,0,0.99,-0.7866,0.1637,1.0333,0.2889,2,0.9118189951668954,24.7,0.3,50,1,0,22,4,1.0,Low
2313,67.0,63.33,2,65.18,0,420,470,440,1,1,1,0,0,0,1,0,0.2718,1.0449,0.7785,-1.2486,-0.4776,4,1.084451494189399,23.2,0.8,351,0,0,20,23,0.0,Low
2314,90.0,84.0,2,84.0,0,630,520,570,1,1,1,0,0,0,0,0,-0.3027,0.5454,-0.7585,0.0192,-0.2859,3,1.3893397844945476,24.9,0.8,362,1,0,20,20,0.0,Low
2315,74.8,70.5,2,70.2,0,590,545,575,1,1,0,1,0,0,0,0,1.2772,1.3779,0.6248,-0.3612,0.4805,3,1.4146948780773134,24.2,1.5,362,1,0,32,23,1.0,Good
2316,83.0,72.0,2,75.0,1,510,535,500,1,1,0,1,0,0,0,0,-0.5899,0.7119,0.3174,-1.1218,0.0973,3,0.7306769491012279,23.9,0.7,319,1,0,31,11,1.0,Good
2317,87.8,83.8,2,80.0,0,310,535,470,0,0,0,0,0,0,0,0,0.4034,0.4934,-0.6339,-1.3255,0.7631,0,0.0,28.3,1.3,17,1,0,13,20,1.0,Low
2318,61.5,64.4,2,65.64,0,405,475,515,1,1,0,0,0,0,0,0,-1.6538,-0.5913,-0.4891,0.2973,-0.9194,2,1.2996327463209776,25.2,3.4,300,1,0,10,23,1.0,Good
2319,90.0,88.3,2,70.1,0,430,505,575,1,1,0,0,0,0,1,0,-0.159,0.2124,0.3174,0.5262,-0.2859,3,0.8698605102896382,22.0,0.4,225,1,0,20,0,1.0,Good
2320,87.0,88.0,2,66.0,0,545,555,575,1,1,0,0,0,0,0,0,-0.8772,-0.4536,-1.527,-0.1076,0.0973,2,1.017862217538195,24.2,0.6,21,1,0,13,23,1.0,Low
2321,72.0,70.0,2,61.7,0,685,525,605,1,0,1,0,0,0,0,0,0.626,0.9688,-1.7954,1.1492,-0.2875,2,0.7361303609185877,30.0,1.6,42,1,0,33,23,0.0,Good
2322,72.0,70.0,2,72.0,0,455,575,445,1,1,0,0,0,0,0,0,0.0464,0.5008,0.2366,-0.7603,-0.2875,2,0.8583707215307401,26.9,2.2,319,1,0,10,23,0.0,Low
2323,72.6,66.6,2,60.0,0,535,525,535,1,0,1,0,0,0,0,0,-0.4173,-1.0593,0.0914,-1.49467,-0.6035,2,0.38743899956733696,25.4,0.2,126,1,0,22,24,1.0,Low
2324,94.1,95.0,2,80.2,0,635,545,705,1,1,0,0,0,0,0,0,0.51,1.4368,-0.344,-0.2902,0.3444,2,1.1764431330850493,26.0,2.1,340,0,0,10,23,1.0,Good
2325,58.0,59.0,2,60.5,0,425,435,365,1,0,1,0,0,0,0,0,0.51,0.3448,-0.6343,0.6498,0.8183,2,0.17755764561405413,26.3,0.8,309,0,0,20,23,1.0,Low
2326,87.0,93.9,2,74.13,1,650,440,560,1,1,1,0,0,0,0,0,0.2718,0.2124,-0.7585,-0.7415,-2.0105,3,1.3323861156357024,25.0,2.5,156,1,0,20,21,1.0,Good
2327,73.0,62.0,2,75.0,0,405,545,535,1,1,0,1,0,0,0,0,0.7027,-1.2861,-0.9122,-0.7415,-0.8608,3,1.562569608809142,22.9,0.5,351,1,0,13,23,0.0,Low
2328,81.4,91.25,2,75.0,0,395,390,280,1,0,1,0,0,1,0,0,-1.0208,-0.7866,-0.9122,0.0192,-2.7769,3,0.7269214080851544,24.6,0.8,220,1,0,22,20,1.0,Low
2329,78.0,65.8,2,73.5,0,575,575,585,1,1,0,1,0,0,0,0,-1.9243,0.0328,-0.4891,1.67803,-0.6035,3,1.3878699929638083,24.0,1.9,340,1,0,10,13,1.0,Good
2330,78.93,65.0,2,67.63,0,535,535,455,1,1,0,0,0,0,0,0,-0.2628,1.5538,0.5994,-0.29027,0.3444,2,0.8583707215307401,26.1,2.8,321,1,0,10,14,1.0,Good
2331,78.0,70.0,1,62.0,0,555,645,635,1,1,0,0,0,1,0,0,1.1336,1.5444,1.8543,-1.7556,0.0973,3,0.746517607610095,24.4,1.2,340,1,0,22,2,1.0,Good
2332,78.4,83.0,1,77.0,1,375,595,585,1,1,0,0,0,0,0,0,-0.5332,-0.2793,-0.7794,1.4136,-0.6035,2,1.39488222587091,25.0,3.6,321,1,0,13,4,1.0,Average
2333,81.4,82.8,2,73.5,0,465,580,680,1,1,0,0,0,0,0,0,-0.8772,-1.1196,0.3174,1.0333,-0.0943,2,1.3789636260825677,24.9,1.8,340,1,0,10,23,1.0,Good
2334,70.56,57.58,2,58.0,0,405,385,265,1,1,0,1,0,0,0,0,0.8463,-1.1196,-2.4491,0.653,-0.6692,3,0.45297689654244977,25.8,0.8,319,1,0,13,11,1.0,Low
2335,81.2,85.1,2,85.1,0,590,610,590,1,0,1,0,0,0,1,0,-0.5719,0.0328,-0.8157,0.4148,-0.6035,3,1.327041697583446,24.4,2.5,230,1,0,20,24,1.0,Good
2336,65.2,60.4,2,65.0,0,455,485,645,1,1,0,0,0,0,0,0,0.2009,0.0328,1.2525,-0.8778,0.0284,2,1.053678331827835,30.5,3.3,321,1,0,10,23,0.0,Good
2337,82.2,76.0,2,76.62,0,450,450,365,1,1,0,1,0,0,0,0,1.8517,1.3779,0.01,-0.995,1.0554,3,0.7965602406935961,23.5,1.4,13,0,0,13,17,1.0,Low
2338,71.0,70.0,2,74.0,0,495,635,375,0,0,0,0,0,0,0,0,-1.6924,1.1248,-1.2148,1.0611,-0.1295,0,0.0,25.4,4.3,224,0,0,10,7,1.0,Good
2339,85.16,85.9,2,81.0,0,465,510,570,0,1,0,0,0,0,0,0,0.7027,0.0459,0.4711,-0.995,1.247,1,0.3117577197149644,22.5,0.4,148,1,0,20,21,1.0,Good
2340,77.7,64.1,2,76.2,1,475,385,405,1,1,0,0,0,0,0,0,-2.5811,-1.0593,-0.0537,1.11982999999999,-0.2875,2,0.6002355049352299,25.4,1.8,65,1,0,10,20,1.0,Low
2341,90.0,79.1,2,75.45,0,425,325,505,1,1,1,0,1,0,0,1,1.9011,0.8128,0.2366,-1.8179,-1.5513,5,1.5098081871350066,27.2,4.0,217,1,0,38,0,0.0,Good
2342,82.0,78.0,2,64.0,0,395,495,575,1,0,1,1,0,0,0,0,-0.5719,-0.4353,-0.7794,-1.7004,-0.5245,3,1.5579058972794835,23.2,1.9,67,1,0,20,7,1.0,Good
2343,82.26,81.33,2,78.9,0,515,575,525,1,0,1,0,0,0,0,0,1.1283,1.1248,1.2525,1.5899,1.1343,2,1.0621960918827336,27.8,2.0,319,0,0,20,14,1.0,Good
2344,92.8,91.83,2,70.9,0,595,480,645,1,1,0,0,0,0,0,0,-0.3027,0.7119,0.01,-0.3612,0.0973,2,1.2835654826013976,22.7,1.6,321,1,0,32,20,1.0,Low
2345,79.0,79.4,2,68.58,0,510,560,720,1,1,0,0,1,0,0,0,0.2718,-0.2871,-0.6048,1.1601,-1.6273,3,0.8931013511817731,22.6,0.9,97,1,0,38,17,1.0,Low
2346,87.4,90.2,1,76.1,1,535,485,560,1,1,0,1,0,0,0,0,-0.3027,-0.4536,-0.4511,-0.2344,0.4805,3,1.3225493278806728,23.6,0.8,321,1,0,32,4,1.0,Good
2347,62.0,62.0,2,74.0,0,525,615,605,1,1,0,0,0,0,0,0,0.0464,-0.4353,0.0914,0.1798,-0.4455,2,0.9002305379294782,26.1,3.6,179,1,0,10,23,0.0,Good
2348,75.0,62.8,2,64.7,0,555,625,535,1,0,1,0,0,0,0,0,-0.2628,-1.2153,-1.5051,-0.8778,-0.6035,2,0.26286311914017835,25.7,2.7,315,1,0,22,23,1.0,Good
2349,73.8,68.8,2,75.14,1,545,350,210,1,1,1,1,0,0,0,0,0.7027,-0.4536,0.7785,0.0192,-1.8189,4,1.3755957172571565,24.3,1.6,225,1,0,20,4,1.0,Good
2350,88.6,94.7,2,75.4,0,465,570,520,1,1,0,1,0,0,0,0,1.5644,1.2114,-0.7585,-2.136,-1.4356,3,1.5853857772036797,22.8,1.2,10,1,0,13,0,1.0,Good
2351,87.4,83.4,2,73.8,0,625,585,695,1,0,0,0,1,0,0,0,-0.3027,0.5454,0.4711,0.5262,0.8637,2,0.6316770938811833,24.4,0.6,347,1,0,38,13,0.0,Average
2352,71.13,66.0,2,77.7,1,345,495,575,1,0,1,0,0,0,0,0,0.8463,0.0459,1.0859,0.2727,1.6302,2,1.2823735083403829,24.2,1.0,11,1,0,20,25,1.0,Low
2353,65.66,71.66,2,65.0,0,570,510,470,1,0,1,0,0,0,1,0,1.1336,1.7109,0.3174,-2.2627,1.4386,3,1.1451919167820972,25.8,0.5,352,1,0,20,23,0.0,Low
2354,85.6,76.4,1,80.26,1,660,645,695,1,1,0,0,0,0,0,0,1.1336,0.8784,0.7785,-0.2344,0.4805,2,1.2251237756465674,25.0,1.0,321,0,0,32,4,1.0,Good
2355,80.0,77.0,2,75.0,0,545,555,765,1,0,1,0,0,0,1,0,-2.8879,-4.2831,-3.2176,-1.1218,-5.4595,3,1.1845238828566051,24.5,1.0,225,1,0,20,24,1.0,Good
2356,77.8,79.2,2,73.3,0,405,525,415,1,1,1,0,0,0,0,0,0.2718,0.0459,-0.6048,-0.1076,0.0973,3,1.071598740974957,23.0,1.0,29,0,0,19,17,1.0,Good
2357,57.0,63.0,2,61.02,0,350,290,495,1,1,0,1,0,0,0,0,0.8463,-0.4536,-0.7585,-0.2344,1.0554,3,0.9564619728087393,26.2,0.3,368,1,0,13,17,1.0,Low
2358,82.0,53.0,2,71.0,0,275,395,555,1,0,0,0,1,0,0,0,0.0464,-1.7223,-0.4891,-0.5253,-2.6572,2,0.7180716352248808,25.5,3.6,185,1,0,38,16,1.0,Good
2359,85.0,93.8,2,68.5,0,615,385,645,1,1,0,0,0,0,0,0,-1.3025,-0.1374,0.672,0.1477,-0.2875,2,0.3467494810611696,26.9,4.3,156,1,0,32,0,1.0,Average
2360,71.71,74.0,1,63.6,0,445,485,665,1,1,0,0,0,0,0,0,-1.6538,1.2808,-0.7794,-1.4653,-1.0774,2,1.053678331827835,28.0,3.5,228,1,0,32,12,1.0,Good
2361,86.37,80.5,2,79.98,0,570,410,500,0,1,0,0,0,0,0,0,0.5591,0.5454,-0.1437,-2.3895,1.0554,1,0.2939429928741093,22.5,0.7,321,1,0,19,16,0.0,Average
2362,88.57,91.0,2,76.32,0,650,695,705,1,1,0,0,0,0,0,0,-0.4173,-0.0842,-0.598,-0.7603,-0.6035,2,1.2251237756465674,24.8,1.9,321,0,0,10,23,1.0,Average
2363,92.8,74.6,2,76.0,0,805,595,585,1,1,0,1,0,0,0,0,1.1336,0.8784,0.1637,-1.2486,0.0973,3,0.5533409583660724,24.8,1.9,340,0,0,13,16,0.0,Good
2364,88.6,88.93,2,69.12,0,655,565,524,1,1,0,0,0,0,0,0,-2.1561,-0.2793,-1.0697,0.973,-0.7615,2,1.1192977649902822,25.0,2.6,340,1,0,10,7,1.0,Average
2365,79.2,76.6,1,70.0,1,545,560,665,1,1,0,0,0,0,0,0,0.99,1.0449,0.1637,-0.8682,0.2889,2,1.2018184735889843,23.1,1.2,29,1,0,10,4,1.0,Good
2366,86.0,83.8,2,71.4,0,445,675,655,1,1,0,0,0,0,0,0,0.51,0.6568,-1.6502,-0.2902,-0.7615,2,1.3871523009699058,26.1,3.7,283,1,0,32,13,1.0,Average
2367,59.05,46.33,2,65.0,0,324,385,375,1,1,0,0,1,0,0,0,-2.4266,-1.3713,-1.7954,0.8848,-1.0774,3,0.5202498107358079,27.9,2.6,213,1,0,38,11,1.0,Low
2368,86.0,95.0,2,72.0,0,355,405,585,1,1,1,0,0,0,0,0,0.0464,0.0328,-0.9245,-0.6428,-1.2354,3,0.6219995696385958,26.8,4.8,327,1,0,20,0,1.0,Average
2369,85.2,73.2,2,76.36,0,695,500,750,1,1,0,0,0,0,0,0,0.8463,0.2124,-0.1437,-0.6147,0.8637,2,1.36082835133917,24.9,2.1,321,0,0,13,23,1.0,Good
2370,81.0,83.6,2,79.9,1,555,580,470,1,0,0,0,0,0,1,0,1.5644,1.3779,-0.1437,-1.5021,0.8637,2,0.8731066100756433,25.1,2.6,87,1,0,20,25,1.0,Low
2371,83.8,75.2,2,66.61,0,525,395,575,1,1,1,0,0,0,0,0,-1.1901,0.1888,-0.7794,1.1199,-1.3934,3,1.128564838397299,26.0,5.1,37,1,0,20,23,1.0,Average
2372,89.4,86.4,2,72.62,0,485,445,595,1,0,1,0,0,0,0,0,0.51,0.1498,0.2729,1.8249,0.1864,2,0.38743899956733696,25.6,1.8,225,1,0,22,23,1.0,Good
2373,85.6,84.4,2,71.8,0,755,425,605,1,1,0,0,0,0,0,0,-1.4517,-0.1206,-0.1437,-0.8682,-3.3518,2,1.222884223596704,25.3,0.8,321,0,0,13,23,1.0,Good
2374,83.4,80.4,2,74.5,0,570,495,405,1,0,1,0,0,0,0,0,-2.8879,-4.7826,-3.2176,-0.4879,-5.8428,2,1.0137073371453573,24.8,1.2,329,1,0,20,0,1.0,Low
2375,63.0,56.0,2,61.4,0,445,445,515,1,1,1,0,0,0,1,0,0.0464,-1.0905,1.6484,0.218999999999999,1.0395,4,0.7189201262660692,27.5,0.4,17,1,0,20,23,1.0,Good
